Country,Year,0-17_fully,12-17_fully,18-24_fully,18-29_fully,25-34_fully,25-49_fully,30-39_fully,35-44_fully,40-49_fully,45-54_fully,50-54_fully,50-59_fully,55-59_fully,55-64_fully,60-64_fully,60-69_fully,65-69_fully,65-74_fully,70-74_fully,70-79_fully,75+_fully,75-79_fully,80+_fully,0-17_start,12-17_start,18-24_start,18-29_start,25-34_start,25-49_start,30-39_start,35-44_start,40-49_start,45-54_start,50-54_start,50-59_start,55-59_start,55-64_start,60-64_start,60-69_start,65-69_start,65-74_start,70-74_start,70-79_start,75+_start,75-79_start,80+_start,0-17_partly,12-17_partly,18-24_partly,18-29_partly,25-34_partly,25-49_partly,30-39_partly,35-44_partly,40-49_partly,45-54_partly,50-54_partly,50-59_partly,55-59_partly,55-64_partly,60-64_partly,60-69_partly,65-69_partly,65-74_partly,70-74_partly,70-79_partly,75+_partly,75-79_partly,80+_partly
Croatia,98,,,0.59,,,2.29,,,,,,3.69,,,,3.96,,,,7.06,,,12.48,,,1.44,,,4.52,,,,,,9.8,,,,22.45,,,,42.11,,,40.1,,,0.85,,,2.23,,,,,,6.11,,,,18.49,,,,35.05,,,27.62
Croatia,105,,,0.66,,,2.51,,,,,,4.2,,,,5.33,,,,10.6,,,16.07,,,1.73,,,5.43,,,,,,12.13,,,,27.87,,,,46.28,,,41.83,,,1.07,,,2.92,,,,,,7.93,,,,22.54,,,,35.68,,,25.76
Croatia,112,,,0.73,,,2.71,,,,,,4.7,,,,6.86,,,,13.83,,,18.54,,,2.29,,,6.36,,,,,,14.29,,,,32.34,,,,50.46,,,43.61,,,1.56,,,3.65,,,,,,9.59,,,,25.48,,,,36.63,,,25.07
Croatia,119,,,0.83,,,2.98,,,,,,5.36,,,,8.84,,,,17.53,,,21.32,,,2.73,,,7.98,,,,,,17.55,,,,36.86,,,,53.83,,,45.21,,,1.9,,,5.0,,,,,,12.19,,,,28.02,,,,36.3,,,23.89
Croatia,126,,,1.08,,,3.48,,,,,,6.5,,,,11.87,,,,23.13,,,25.94,,,4.01,,,12.36,,,,,,25.26,,,,44.93,,,,58.64,,,47.59,,,2.93,,,8.88,,,,,,18.76,,,,33.06,,,,35.51,,,21.65
Croatia,133,,,1.24,,,4.02,,,,,,7.76,,,,15.37,,,,29.04,,,31.15,,,6.38,,,18.01,,,,,,32.72,,,,50.95,,,,62.21,,,49.66,,,5.14,,,13.99,,,,,,24.96,,,,35.58,,,,33.17,,,18.51
Croatia,140,,,1.5,,,4.7,,,,,,9.33,,,,19.03,,,,34.61,,,36.12,,,9.19,,,23.0,,,,,,38.7,,,,55.13,,,,64.7,,,51.08,,,7.69,,,18.3,,,,,,29.37,,,,36.1,,,,30.09,,,14.96
Croatia,147,,,1.9,,,5.84,,,,,,11.88,,,,24.26,,,,41.12,,,39.55,,,11.68,,,26.41,,,,,,42.25,,,,57.8,,,,66.44,,,52.11,,,9.78,,,20.57,,,,,,30.37,,,,33.54,,,,25.32,,,12.56
Croatia,154,,,2.57,,,7.12,,,,,,14.43,,,,28.6,,,,45.64,,,41.74,,,13.42,,,28.48,,,,,,44.16,,,,59.28,,,,67.45,,,52.73,,,10.85,,,21.36,,,,,,29.73,,,,30.68,,,,21.81,,,10.99
Croatia,161,,,3.84,,,10.56,,,,,,20.11,,,,35.82,,,,51.52,,,44.4,,,15.96,,,30.41,,,,,,46.04,,,,60.74,,,,68.41,,,53.35,,,12.12,,,19.85,,,,,,25.93,,,,24.92,,,,16.89,,,8.95
Croatia,168,,,5.61,,,15.13,,,,,,27.27,,,,43.22,,,,56.73,,,46.88,,,17.0,,,31.46,,,,,,47.13,,,,61.61,,,,69.04,,,53.74,,,11.39,,,16.33,,,,,,19.86,,,,18.39,,,,12.31,,,6.86
Croatia,175,,,7.59,,,18.98,,,,,,32.51,,,,48.18,,,,59.97,,,48.51,,,17.73,,,32.12,,,,,,47.86,,,,62.18,,,,69.44,,,53.99,,,10.14,,,13.14,,,,,,15.35,,,,14.0,,,,9.47,,,5.48
Croatia,182,,,10.32,,,23.26,,,,,,37.92,,,,53.07,,,,63.18,,,50.03,,,18.78,,,33.12,,,,,,48.96,,,,63.09,,,,70.09,,,54.39,,,8.46,,,9.86,,,,,,11.04,,,,10.02,,,,6.91,,,4.36
Croatia,189,,,13.05,,,26.52,,,,,,41.58,,,,56.68,,,,65.33,,,51.12,,,20.28,,,34.49,,,,,,50.35,,,,64.16,,,,70.78,,,54.84,,,7.23,,,7.97,,,,,,8.77,,,,7.48,,,,5.45,,,3.72
Croatia,196,,,14.96,,,28.78,,,,,,43.8,,,,58.46,,,,66.49,,,51.8,,,21.55,,,35.62,,,,,,51.45,,,,64.96,,,,71.31,,,55.19,,,6.59,,,6.84,,,,,,7.65,,,,6.5,,,,4.82,,,3.39
Croatia,203,,,17.19,,,30.97,,,,,,46.1,,,,60.37,,,,67.74,,,52.51,,,22.65,,,36.57,,,,,,52.35,,,,65.61,,,,71.76,,,55.52,,,5.46,,,5.6,,,,,,6.25,,,,5.24,,,,4.02,,,3.01
Croatia,207,,,17.36,,,31.18,,,,,,46.33,,,,60.56,,,,67.91,,,52.58,,,22.74,,,36.64,,,,,,52.42,,,,65.66,,,,71.8,,,55.54,,,5.38,,,5.46,,,,,,6.09,,,,5.1,,,,3.89,,,2.96
Cyprus,0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.01,,,0.02,,,,,,0.02,,,,0.04,,,,0.04,,,0.65,,,0.01,,,0.02,,,,,,0.02,,,,0.04,,,,0.04,,,0.65
Cyprus,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.07,,,0.59,,,,,,0.85,,,,0.79,,,,0.73,,,5.74,,,0.07,,,0.59,,,,,,0.85,,,,0.79,,,,0.73,,,5.74
Cyprus,14,,,0.0,,,0.02,,,,,,0.01,,,,0.03,,,,0.04,,,0.59,,,0.09,,,0.8,,,,,,1.16,,,,1.1,,,,0.92,,,14.6,,,0.09,,,0.78,,,,,,1.15,,,,1.07,,,,0.88,,,14.01
Cyprus,21,,,0.03,,,0.24,,,,,,0.34,,,,0.39,,,,0.42,,,2.59,,,0.13,,,0.89,,,,,,1.34,,,,1.26,,,,1.12,,,26.7,,,0.1,,,0.65,,,,,,1.0,,,,0.87,,,,0.7,,,24.11
Cyprus,28,,,0.06,,,0.55,,,,,,0.77,,,,0.72,,,,0.66,,,5.18,,,0.15,,,0.94,,,,,,1.41,,,,1.33,,,,1.27,,,38.69,,,0.09,,,0.39,,,,,,0.64,,,,0.61,,,,0.61,,,33.51
Cyprus,35,,,0.08,,,0.74,,,,,,1.08,,,,1.02,,,,0.84,,,13.9,,,0.16,,,1.01,,,,,,1.53,,,,1.44,,,,1.55,,,46.98,,,0.08,,,0.27,,,,,,0.45,,,,0.42,,,,0.71,,,33.08
Cyprus,42,,,0.12,,,0.84,,,,,,1.24,,,,1.18,,,,1.03,,,25.28,,,0.19,,,1.17,,,,,,1.81,,,,1.75,,,,2.64,,,61.21,,,0.07,,,0.33,,,,,,0.57,,,,0.57,,,,1.61,,,35.93
Cyprus,49,,,0.13,,,0.88,,,,,,1.32,,,,1.26,,,,1.18,,,37.12,,,0.36,,,1.41,,,,,,2.12,,,,2.11,,,,9.83,,,71.2,,,0.23,,,0.53,,,,,,0.8,,,,0.85,,,,8.65,,,34.08
Cyprus,56,,,0.15,,,0.97,,,,,,1.45,,,,1.37,,,,1.47,,,45.9,,,0.46,,,1.53,,,,,,2.28,,,,2.32,,,,31.13,,,74.96,,,0.31,,,0.56,,,,,,0.83,,,,0.95,,,,29.66,,,29.06
Cyprus,63,,,0.17,,,1.04,,,,,,1.59,,,,1.55,,,,2.51,,,59.92,,,0.52,,,1.73,,,,,,2.52,,,,3.27,,,,49.35,,,77.58,,,0.35,,,0.69,,,,,,0.93,,,,1.72,,,,46.84,,,17.66
Cyprus,70,,,0.17,,,1.06,,,,,,1.65,,,,1.61,,,,4.27,,,68.04,,,0.63,,,1.89,,,,,,2.75,,,,9.31,,,,68.6,,,81.03,,,0.46,,,0.83,,,,,,1.1,,,,7.7,,,,64.33,,,12.99
Cyprus,77,,,0.18,,,1.07,,,,,,1.67,,,,1.63,,,,10.16,,,69.19,,,0.64,,,1.92,,,,,,2.81,,,,11.22,,,,70.59,,,81.58,,,0.46,,,0.85,,,,,,1.14,,,,9.59,,,,60.43,,,12.39
Cyprus,84,,,0.18,,,1.08,,,,,,1.68,,,,1.71,,,,15.59,,,69.74,,,0.66,,,2.02,,,,,,2.96,,,,19.04,,,,76.1,,,83.49,,,0.48,,,0.94,,,,,,1.28,,,,17.33,,,,60.51,,,13.75
Cyprus,91,,,0.18,,,1.09,,,,,,1.7,,,,3.64,,,,21.04,,,70.63,,,0.8,,,2.51,,,,,,4.36,,,,23.13,,,,77.2,,,84.2,,,0.62,,,1.42,,,,,,2.66,,,,19.49,,,,56.16,,,13.57
Cyprus,98,,,0.18,,,1.1,,,,,,1.71,,,,5.36,,,,26.32,,,71.42,,,0.95,,,2.98,,,,,,5.8,,,,36.53,,,,80.04,,,85.84,,,0.77,,,1.88,,,,,,4.09,,,,31.17,,,,53.72,,,14.42
Cyprus,105,,,0.19,,,1.12,,,,,,1.74,,,,9.17,,,,28.94,,,72.23,,,1.0,,,3.16,,,,,,15.47,,,,44.93,,,,80.61,,,86.27,,,0.81,,,2.04,,,,,,13.73,,,,35.76,,,,51.67,,,14.04
Cyprus,112,,,0.22,,,1.27,,,,,,2.23,,,,10.36,,,,29.29,,,72.39,,,1.07,,,4.33,,,,,,31.37,,,,52.84,,,,80.83,,,86.51,,,0.85,,,3.06,,,,,,29.14,,,,42.48,,,,51.54,,,14.12
Cyprus,119,,,0.36,,,2.08,,,,,,3.64,,,,15.66,,,,30.51,,,72.93,,,1.18,,,13.61,,,,,,40.22,,,,55.85,,,,80.96,,,86.67,,,0.82,,,11.53,,,,,,36.58,,,,40.19,,,,50.45,,,13.74
Cyprus,126,,,0.43,,,2.53,,,,,,9.77,,,,23.16,,,,31.82,,,73.44,,,1.29,,,22.76,,,,,,48.66,,,,64.29,,,,82.75,,,86.96,,,0.86,,,20.23,,,,,,38.89,,,,41.13,,,,50.93,,,13.52
Cyprus,133,,,0.66,,,4.26,,,,,,20.4,,,,29.81,,,,37.54,,,75.26,,,1.82,,,35.92,,,,,,53.0,,,,68.83,,,,83.84,,,87.78,,,1.16,,,31.66,,,,,,32.6,,,,39.02,,,,46.3,,,12.52
Cyprus,140,,,0.8,,,11.75,,,,,,27.89,,,,34.98,,,,57.25,,,79.19,,,8.93,,,40.26,,,,,,58.29,,,,72.55,,,,84.48,,,88.23,,,8.13,,,28.51,,,,,,30.4,,,,37.57,,,,27.23,,,9.04
Cyprus,147,,,0.97,,,18.3,,,,,,35.15,,,,44.11,,,,71.64,,,81.7,,,17.32,,,42.15,,,,,,63.48,,,,76.06,,,,84.74,,,88.38,,,16.35,,,23.85,,,,,,28.33,,,,31.95,,,,13.1,,,6.68
Cyprus,154,,,1.08,,,25.62,,,,,,37.49,,,,49.19,,,,77.94,,,83.21,,,20.31,,,45.23,,,,,,64.21,,,,76.38,,,,87.65,,,89.99,,,19.23,,,19.61,,,,,,26.72,,,,27.19,,,,9.71,,,6.78
Cyprus,161,,,6.48,,,29.15,,,,,,41.92,,,,58.07,,,,78.95,,,83.79,,,21.71,,,50.92,,,,,,64.8,,,,76.98,,,,90.15,,,91.49,,,15.23,,,21.77,,,,,,22.88,,,,18.91,,,,11.2,,,7.7
Cyprus,168,,,17.35,,,32.02,,,,,,53.73,,,,63.21,,,,80.32,,,84.33,,,28.37,,,54.45,,,,,,70.48,,,,80.72,,,,91.25,,,92.29,,,11.02,,,22.43,,,,,,16.75,,,,17.51,,,,10.93,,,7.96
Cyprus,175,,,19.9,,,37.3,,,,,,57.33,,,,66.29,,,,83.3,,,85.99,,,29.92,,,56.02,,,,,,71.65,,,,81.64,,,,91.72,,,92.65,,,10.02,,,18.72,,,,,,14.32,,,,15.35,,,,8.42,,,6.66
Cyprus,182,,,22.49,,,44.59,,,,,,60.85,,,,70.41,,,,86.32,,,87.88,,,31.91,,,57.72,,,,,,72.78,,,,82.57,,,,92.22,,,93.07,,,9.42,,,13.13,,,,,,11.93,,,,12.16,,,,5.9,,,5.19
Cyprus,189,,,27.13,,,51.16,,,,,,66.38,,,,77.52,,,,88.32,,,89.24,,,34.3,,,59.57,,,,,,73.96,,,,83.26,,,,92.57,,,93.33,,,7.17,,,8.41,,,,,,7.58,,,,5.74,,,,4.25,,,4.09
Cyprus,196,,,29.07,,,54.06,,,,,,69.24,,,,79.34,,,,89.38,,,90.0,,,38.92,,,63.06,,,,,,76.3,,,,84.66,,,,93.3,,,93.98,,,9.85,,,9.0,,,,,,7.06,,,,5.32,,,,3.92,,,3.98
Cyprus,203,,,31.28,,,56.09,,,,,,71.02,,,,80.85,,,,90.0,,,90.45,,,43.05,,,66.07,,,,,,78.08,,,,85.71,,,,94.03,,,94.63,,,11.77,,,9.98,,,,,,7.06,,,,4.86,,,,4.03,,,4.18
Czechia,0,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.01,,,0.02,,,,,,0.02,,,,0.01,,,,0.01,,,0.01,,,0.01,,,0.02,,,,,,0.02,,,,0.01,,,,0.01,,,0.01
Czechia,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.22,,,0.67,,,,,,0.81,,,,0.49,,,,0.25,,,0.55,,,0.22,,,0.67,,,,,,0.81,,,,0.49,,,,0.25,,,0.55
Czechia,14,,,0.0,,,0.01,,,,,,0.01,,,,0.01,,,,0.0,,,0.0,,,0.53,,,1.42,,,,,,1.85,,,,1.17,,,,0.82,,,3.21,,,0.53,,,1.41,,,,,,1.84,,,,1.16,,,,0.82,,,3.21
Czechia,21,,,0.06,,,0.17,,,,,,0.19,,,,0.12,,,,0.06,,,0.14,,,0.68,,,1.81,,,,,,2.51,,,,1.65,,,,1.3,,,11.83,,,0.62,,,1.64,,,,,,2.32,,,,1.53,,,,1.24,,,11.69
Czechia,28,,,0.17,,,0.55,,,,,,0.67,,,,0.39,,,,0.17,,,0.36,,,0.78,,,1.99,,,,,,2.8,,,,1.87,,,,1.51,,,18.03,,,0.61,,,1.44,,,,,,2.13,,,,1.48,,,,1.34,,,17.67
Czechia,35,,,0.43,,,1.19,,,,,,1.54,,,,0.95,,,,0.57,,,2.07,,,0.83,,,2.08,,,,,,2.94,,,,1.98,,,,1.65,,,21.6,,,0.4,,,0.89,,,,,,1.4,,,,1.03,,,,1.08,,,19.53
Czechia,42,,,0.61,,,1.63,,,,,,2.22,,,,1.46,,,,1.06,,,9.4,,,0.9,,,2.21,,,,,,3.15,,,,2.14,,,,1.86,,,25.55,,,0.29,,,0.58,,,,,,0.93,,,,0.68,,,,0.8,,,16.15
Czechia,49,,,0.72,,,1.84,,,,,,2.57,,,,1.71,,,,1.34,,,14.94,,,1.01,,,2.42,,,,,,3.46,,,,2.39,,,,2.19,,,32.81,,,0.29,,,0.58,,,,,,0.89,,,,0.68,,,,0.85,,,17.87
Czechia,56,,,0.78,,,1.96,,,,,,2.78,,,,1.87,,,,1.5,,,19.23,,,1.19,,,2.78,,,,,,3.99,,,,2.8,,,,2.76,,,42.52,,,0.41,,,0.82,,,,,,1.21,,,,0.93,,,,1.26,,,23.29
Czechia,63,,,0.83,,,2.06,,,,,,2.92,,,,1.98,,,,1.64,,,22.43,,,1.44,,,3.52,,,,,,5.65,,,,4.28,,,,7.67,,,51.7,,,0.61,,,1.46,,,,,,2.73,,,,2.3,,,,6.03,,,29.27
Czechia,70,,,0.91,,,2.24,,,,,,3.19,,,,2.19,,,,1.88,,,27.21,,,1.83,,,4.33,,,,,,7.27,,,,5.51,,,,19.26,,,58.43,,,0.92,,,2.09,,,,,,4.08,,,,3.32,,,,17.38,,,31.22
Czechia,77,,,1.06,,,2.49,,,,,,3.55,,,,2.48,,,,2.25,,,35.35,,,2.21,,,5.04,,,,,,8.68,,,,6.57,,,,30.94,,,62.46,,,1.15,,,2.55,,,,,,5.13,,,,4.09,,,,28.69,,,27.11
Czechia,84,,,1.2,,,2.86,,,,,,4.33,,,,3.16,,,,4.06,,,42.65,,,2.49,,,5.59,,,,,,9.61,,,,7.59,,,,38.88,,,65.24,,,1.29,,,2.73,,,,,,5.28,,,,4.43,,,,34.82,,,22.59
Czechia,91,,,1.47,,,3.44,,,,,,5.44,,,,4.01,,,,10.11,,,47.71,,,2.7,,,6.02,,,,,,10.36,,,,8.72,,,,44.05,,,67.44,,,1.23,,,2.58,,,,,,4.92,,,,4.71,,,,33.94,,,19.73
Czechia,98,,,1.83,,,4.03,,,,,,6.54,,,,4.7,,,,18.18,,,50.7,,,2.94,,,6.58,,,,,,11.36,,,,10.38,,,,51.4,,,69.9,,,1.11,,,2.55,,,,,,4.82,,,,5.68,,,,33.22,,,19.2
Czechia,105,,,2.12,,,4.65,,,,,,7.68,,,,5.39,,,,26.39,,,52.89,,,3.33,,,7.55,,,,,,13.1,,,,14.59,,,,61.75,,,72.11,,,1.21,,,2.9,,,,,,5.42,,,,9.2,,,,35.36,,,19.22
Czechia,112,,,2.35,,,5.06,,,,,,8.32,,,,6.07,,,,30.64,,,54.23,,,3.84,,,8.66,,,,,,15.11,,,,24.34,,,,67.68,,,73.63,,,1.49,,,3.6,,,,,,6.79,,,,18.27,,,,37.04,,,19.4
Czechia,119,,,2.49,,,5.4,,,,,,8.89,,,,6.79,,,,33.51,,,55.23,,,4.28,,,9.53,,,,,,17.89,,,,39.43,,,,71.81,,,74.95,,,1.79,,,4.13,,,,,,9.0,,,,32.64,,,,38.3,,,19.72
Czechia,126,,,2.59,,,5.59,,,,,,9.31,,,,7.5,,,,35.34,,,56.17,,,4.83,,,10.78,,,,,,29.69,,,,51.83,,,,75.3,,,76.35,,,2.24,,,5.19,,,,,,20.38,,,,44.33,,,,39.96,,,20.18
Czechia,133,,,2.69,,,5.78,,,,,,9.7,,,,8.12,,,,36.81,,,58.07,,,5.45,,,13.64,,,,,,45.11,,,,58.9,,,,77.97,,,77.61,,,2.76,,,7.86,,,,,,35.41,,,,50.78,,,,41.16,,,19.54
Czechia,140,,,2.9,,,6.28,,,,,,10.61,,,,9.48,,,,41.44,,,60.6,,,6.04,,,19.71,,,,,,52.9,,,,62.8,,,,79.8,,,78.53,,,3.14,,,13.43,,,,,,42.29,,,,53.32,,,,38.36,,,17.93
Czechia,147,,,3.32,,,7.39,,,,,,12.78,,,,13.28,,,,50.43,,,63.88,,,6.67,,,25.66,,,,,,56.96,,,,65.29,,,,81.15,,,79.25,,,3.35,,,18.27,,,,,,44.18,,,,52.01,,,,30.72,,,15.37
Czechia,154,,,3.93,,,8.71,,,,,,15.21,,,,22.53,,,,57.86,,,67.06,,,8.14,,,32.51,,,,,,59.89,,,,67.3,,,,82.33,,,79.89,,,4.21,,,23.8,,,,,,44.68,,,,44.77,,,,24.47,,,12.83
Czechia,161,,,4.58,,,9.83,,,,,,18.34,,,,36.87,,,,63.85,,,69.78,,,13.74,,,38.63,,,,,,62.1,,,,68.9,,,,83.36,,,80.52,,,9.16,,,28.8,,,,,,43.76,,,,32.03,,,,19.51,,,10.74
Czechia,168,,,5.27,,,11.33,,,,,,29.87,,,,49.03,,,,68.88,,,72.02,,,21.39,,,42.37,,,,,,63.42,,,,69.93,,,,84.04,,,80.94,,,16.12,,,31.04,,,,,,33.55,,,,20.9,,,,15.16,,,8.92
Czechia,175,,,6.07,,,14.53,,,,,,44.97,,,,56.39,,,,73.06,,,74.11,,,28.44,,,44.8,,,,,,64.42,,,,70.67,,,,84.55,,,81.26,,,22.37,,,30.27,,,,,,19.45,,,,14.28,,,,11.49,,,7.15
Czechia,182,,,7.15,,,21.21,,,,,,53.25,,,,61.21,,,,76.83,,,76.04,,,33.8,,,46.57,,,,,,65.31,,,,71.37,,,,85.01,,,81.52,,,26.65,,,25.36,,,,,,12.06,,,,10.16,,,,8.18,,,5.48
Czechia,189,,,8.08,,,26.63,,,,,,56.82,,,,63.62,,,,78.73,,,76.94,,,36.89,,,47.86,,,,,,66.04,,,,71.88,,,,85.35,,,81.68,,,28.81,,,21.23,,,,,,9.22,,,,8.26,,,,6.62,,,4.74
Czechia,196,,,10.73,,,33.69,,,,,,60.01,,,,66.41,,,,81.0,,,78.07,,,40.47,,,49.57,,,,,,67.12,,,,72.66,,,,85.84,,,81.93,,,29.74,,,15.88,,,,,,7.11,,,,6.25,,,,4.84,,,3.86
Czechia,203,,,16.76,,,39.61,,,,,,62.29,,,,68.45,,,,82.47,,,78.87,,,43.12,,,50.87,,,,,,68.06,,,,73.29,,,,86.26,,,82.18,,,26.36,,,11.26,,,,,,5.77,,,,4.84,,,,3.79,,,3.31
Denmark,7,,,0.0,,,0.0,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.54,,,1.84,,,,,,2.59,,,,2.36,,,,2.01,,,10.48,,,0.54,,,1.84,,,,,,2.59,,,,2.36,,,,2.01,,,10.48
Denmark,14,,,0.0,,,0.01,,,,,,0.02,,,,0.01,,,,0.02,,,0.08,,,0.78,,,2.62,,,,,,3.56,,,,3.53,,,,3.6,,,15.85,,,0.78,,,2.61,,,,,,3.54,,,,3.52,,,,3.58,,,15.77
Denmark,21,,,0.13,,,0.41,,,,,,0.59,,,,0.58,,,,0.64,,,3.39,,,0.85,,,2.77,,,,,,3.75,,,,3.78,,,,3.96,,,17.07,,,0.72,,,2.36,,,,,,3.16,,,,3.2,,,,3.32,,,13.68
Denmark,28,,,0.42,,,1.38,,,,,,2.05,,,,1.91,,,,1.74,,,9.12,,,0.9,,,2.85,,,,,,3.87,,,,3.89,,,,4.07,,,17.33,,,0.48,,,1.47,,,,,,1.82,,,,1.98,,,,2.33,,,8.21
Denmark,35,,,0.65,,,2.16,,,,,,3.09,,,,3.09,,,,3.09,,,14.08,,,0.94,,,2.93,,,,,,3.97,,,,4.02,,,,4.35,,,19.29,,,0.29,,,0.77,,,,,,0.88,,,,0.93,,,,1.26,,,5.21
Denmark,42,,,0.81,,,2.67,,,,,,3.65,,,,3.67,,,,3.7,,,16.38,,,1.27,,,3.48,,,,,,4.66,,,,4.51,,,,4.58,,,26.02,,,0.46,,,0.81,,,,,,1.01,,,,0.84,,,,0.88,,,9.64
Denmark,49,,,0.85,,,2.8,,,,,,3.81,,,,3.84,,,,3.92,,,16.7,,,1.77,,,4.27,,,,,,5.76,,,,5.46,,,,5.61,,,43.18,,,0.92,,,1.47,,,,,,1.95,,,,1.62,,,,1.69,,,26.48
Denmark,56,,,0.92,,,2.93,,,,,,3.99,,,,4.03,,,,4.24,,,17.69,,,2.68,,,5.92,,,,,,8.2,,,,8.19,,,,8.31,,,51.4,,,1.76,,,2.99,,,,,,4.21,,,,4.16,,,,4.07,,,33.71
Denmark,63,,,0.96,,,3.04,,,,,,4.12,,,,4.2,,,,4.48,,,22.8,,,3.8,,,7.74,,,,,,10.63,,,,11.17,,,,11.88,,,55.86,,,2.84,,,4.7,,,,,,6.51,,,,6.97,,,,7.4,,,33.06
Denmark,70,,,1.05,,,3.19,,,,,,4.4,,,,4.69,,,,5.36,,,38.3,,,4.31,,,8.48,,,,,,11.63,,,,12.34,,,,13.29,,,58.34,,,3.26,,,5.29,,,,,,7.23,,,,7.65,,,,7.93,,,20.04
Denmark,77,,,1.21,,,3.48,,,,,,4.97,,,,5.96,,,,7.13,,,48.78,,,4.55,,,8.84,,,,,,12.25,,,,13.27,,,,14.73,,,67.24,,,3.34,,,5.36,,,,,,7.28,,,,7.31,,,,7.6,,,18.46
Denmark,84,,,1.4,,,3.84,,,,,,5.71,,,,7.81,,,,10.02,,,52.26,,,4.7,,,9.1,,,,,,12.67,,,,13.96,,,,16.7,,,78.6,,,3.3,,,5.26,,,,,,6.96,,,,6.15,,,,6.68,,,26.34
Denmark,91,,,1.55,,,4.1,,,,,,6.24,,,,9.17,,,,12.26,,,55.61,,,4.85,,,9.38,,,,,,13.26,,,,14.88,,,,24.13,,,88.75,,,3.3,,,5.28,,,,,,7.02,,,,5.71,,,,11.87,,,33.14
Denmark,98,,,1.8,,,4.51,,,,,,6.88,,,,10.19,,,,13.78,,,60.62,,,4.98,,,9.59,,,,,,13.62,,,,15.5,,,,38.39,,,94.43,,,3.18,,,5.08,,,,,,6.74,,,,5.31,,,,24.61,,,33.81
Denmark,105,,,1.98,,,4.82,,,,,,7.42,,,,11.05,,,,15.48,,,71.15,,,5.09,,,9.77,,,,,,13.95,,,,17.69,,,,67.17,,,97.1,,,3.11,,,4.95,,,,,,6.53,,,,6.64,,,,51.69,,,25.95
Denmark,112,,,2.11,,,5.07,,,,,,7.96,,,,11.98,,,,19.69,,,83.9,,,5.2,,,9.96,,,,,,14.27,,,,23.75,,,,85.16,,,97.97,,,3.09,,,4.89,,,,,,6.31,,,,11.77,,,,65.47,,,14.07
Denmark,119,,,2.34,,,5.47,,,,,,8.56,,,,12.69,,,,29.34,,,91.07,,,5.3,,,10.14,,,,,,14.6,,,,37.21,,,,93.68,,,98.74,,,2.96,,,4.67,,,,,,6.04,,,,24.52,,,,64.34,,,7.67
Denmark,126,,,2.72,,,6.17,,,,,,9.59,,,,14.4,,,,56.2,,,95.56,,,5.42,,,10.37,,,,,,15.13,,,,54.85,,,,95.77,,,99.21,,,2.7,,,4.2,,,,,,5.54,,,,40.45,,,,39.57,,,3.65
Denmark,133,,,3.22,,,7.02,,,,,,10.79,,,,18.08,,,,76.82,,,97.56,,,5.53,,,10.56,,,,,,19.27,,,,71.87,,,,97.08,,,99.58,,,2.31,,,3.54,,,,,,8.48,,,,53.79,,,,20.26,,,2.02
Denmark,140,,,4.03,,,8.35,,,,,,12.58,,,,22.21,,,,89.39,,,98.5,,,5.7,,,10.84,,,,,,34.1,,,,83.8,,,,97.86,,,99.87,,,1.67,,,2.49,,,,,,21.52,,,,61.59,,,,8.47,,,1.37
Denmark,147,,,4.62,,,9.32,,,,,,13.75,,,,24.94,,,,93.0,,,98.87,,,6.03,,,11.94,,,,,,57.11,,,,91.06,,,,98.36,,,100.12,,,1.41,,,2.62,,,,,,43.36,,,,66.12,,,,5.36,,,1.25
Denmark,154,,,5.2,,,10.35,,,,,,14.51,,,,36.51,,,,95.12,,,99.34,,,8.76,,,15.95,,,,,,74.43,,,,93.72,,,,98.71,,,100.29,,,3.56,,,5.6,,,,,,59.92,,,,57.21,,,,3.59,,,0.95
Denmark,161,,,5.8,,,11.59,,,,,,15.03,,,,50.93,,,,96.38,,,99.74,,,20.13,,,24.02,,,,,,85.85,,,,94.68,,,,98.96,,,100.43,,,14.33,,,12.43,,,,,,70.82,,,,43.75,,,,2.58,,,0.69
Denmark,168,,,6.14,,,12.31,,,,,,17.06,,,,68.13,,,,97.14,,,100.0,,,36.21,,,32.73,,,,,,89.37,,,,95.21,,,,99.14,,,100.54,,,30.07,,,20.42,,,,,,72.31,,,,27.08,,,,2.0,,,0.54
Denmark,175,,,6.38,,,12.74,,,,,,28.87,,,,82.05,,,,97.81,,,100.26,,,49.39,,,39.71,,,,,,90.68,,,,95.53,,,,99.25,,,100.61,,,43.01,,,26.97,,,,,,61.81,,,,13.48,,,,1.44,,,0.35
Denmark,182,,,6.72,,,13.65,,,,,,52.07,,,,90.09,,,,98.3,,,100.5,,,58.18,,,45.19,,,,,,91.36,,,,95.74,,,,99.34,,,100.67,,,51.46,,,31.54,,,,,,39.29,,,,5.65,,,,1.04,,,0.17
