iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
PNG,Oceania,Papua New Guinea,2021-08-17,17812.0,0.0,5.429,192.0,0.0,0.0,1990.829,0.0,0.607,21.46,0.0,0.0,0.61,,,,,,,,,,,,,,,,,,113052.0,91962.0,21090.0,,,903.0,1.26,1.03,0.24,,101.0,49.07,8947027.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,
PRY,South America,Paraguay,2021-08-17,457023.0,181.0,191.857,15473.0,18.0,18.857,64075.861,25.377,26.899,2169.356,2.524,2.644,0.58,,,,,,,,,3270.0,1712947.0,240.16,0.458,3344.0,0.469,0.097,10.3,tests performed,2227705.0,,,,3890.0,3291.0,31.23,,,,461.0,,7132530.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,
PER,South America,Peru,2021-08-17,2135827.0,2015.0,1256.143,197539.0,146.0,62.429,64777.295,61.113,38.097,5991.142,4.428,1.893,0.91,,,,,,,,,,,,,,,,,,16262665.0,9260765.0,7001900.0,,47495.0,113604.0,49.32,28.09,21.24,,3445.0,74.07,32971846.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,31.67
PHL,Asia,Philippines,2021-08-17,1765675.0,9829.0,12788.429,30462.0,96.0,177.429,16112.954,89.696,116.703,277.986,0.876,1.619,1.29,,,,,,,,,36439.0,16624411.0,151.709,0.333,52869.0,0.482,0.223,4.5,people tested,28308493.0,15565411.0,12743082.0,,501612.0,419900.0,25.83,14.2,11.63,,3832.0,63.43,109581085.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,
POL,Europe,Poland,2021-08-17,2885676.0,215.0,187.857,75306.0,7.0,3.0,76246.628,5.681,4.964,1989.769,0.185,0.079,1.18,,,310.0,8.191,,,3.988,0.105,39320.0,18659033.0,493.017,1.039,38832.0,1.026,0.004,235.1,people tested,35528975.0,18890548.0,18244397.0,,54486.0,59264.0,93.88,49.91,48.21,,1566.0,38.89,37846605.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,
PRT,Europe,Portugal,2021-08-17,1006588.0,2118.0,2327.857,17584.0,11.0,11.714,98716.968,207.714,228.295,1724.478,1.079,1.149,0.98,184.0,18.045,849.0,83.262,,,94.085,9.227,58231.0,16178925.0,1586.681,5.711,56869.0,5.577,0.041,24.7,tests performed,13710261.0,7858628.0,6792183.0,,98548.0,96441.0,134.46,77.07,66.61,,9458.0,58.33,10196707.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,
QAT,Asia,Qatar,2021-08-17,229697.0,269.0,225.429,601.0,0.0,0.0,79726.559,93.368,78.245,208.604,0.0,0.0,1.06,,,,,,,,,6085.0,2420179.0,840.031,2.112,5567.0,1.932,0.039,25.5,people tested,4162791.0,2235625.0,1927166.0,,27729.0,21465.0,144.49,77.6,66.89,,7450.0,,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,
ROU,Europe,Romania,2021-08-17,1088053.0,544.0,377.286,34359.0,6.0,5.143,56558.425,28.278,19.612,1786.026,0.312,0.267,1.44,79.0,4.107,,,,,423.991,22.04,,8889244.0,462.075,,10389.0,0.54,0.031,32.1,tests performed,9600500.0,5128257.0,5002025.0,,11872.0,13776.0,49.9,26.66,26.0,,716.0,38.43,19237682.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,
RUS,Europe,Russia,2021-08-17,6551934.0,20349.0,20996.286,169169.0,785.0,791.429,44896.414,139.439,143.875,1159.212,5.379,5.423,0.97,,,,,,,,,,172840809.0,1184.373,,439582.0,3.012,0.048,20.9,tests performed,74000654.0,41108366.0,32892288.0,,490963.0,951454.0,50.71,28.17,22.54,,6520.0,46.76,145934460.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,
RWA,Africa,Rwanda,2021-08-17,80694.0,557.0,494.143,977.0,8.0,9.429,6230.134,43.004,38.151,75.431,0.618,0.728,0.77,,,,,,,,,11638.0,2242105.0,173.106,0.899,10947.0,0.845,0.047,21.2,samples tested,1073302.0,680470.0,392832.0,,,12921.0,8.29,5.25,3.03,,998.0,54.63,12952209.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,
KNA,North America,Saint Kitts and Nevis,2021-08-17,681.0,26.0,8.714,3.0,0.0,0.0,12802.677,488.795,163.827,56.399,0.0,0.0,1.49,,,,,,,,,252.0,27817.0,522.955,4.738,125.0,2.35,0.04,24.8,people tested,44124.0,24030.0,20094.0,,,57.0,82.95,45.18,37.78,,1072.0,,53192.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,
LCA,North America,Saint Lucia,2021-08-17,6475.0,0.0,75.143,95.0,0.0,0.429,35261.315,0.0,409.21,517.347,0.0,2.334,1.6,,,,,,,,,,,,,,,,,,60032.0,33702.0,26330.0,,218.0,209.0,32.69,18.35,14.34,,1138.0,,183629.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,
VCT,North America,Saint Vincent and the Grenadines,2021-08-17,2320.0,6.0,2.714,12.0,0.0,0.0,20910.885,54.08,24.465,108.16,0.0,0.0,1.02,,,,,,,,,,,,,,,,,,25833.0,15799.0,10034.0,,,9.0,23.28,14.24,9.04,,81.0,,110947.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,
WSM,Oceania,Samoa,2021-08-17,3.0,0.0,0.0,,,0.0,15.12,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,111250.0,79072.0,32178.0,,,1520.0,56.07,39.85,16.22,,7661.0,,198410.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,
SMR,Europe,San Marino,2021-08-17,5231.0,0.0,5.286,90.0,0.0,0.0,154134.009,0.0,155.746,2651.895,0.0,0.0,0.06,,,,,,,,,,,,,,,,,,46067.0,23707.0,23707.0,,9.0,17.0,135.74,69.85,69.85,,501.0,38.89,33938.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,
STP,Africa,Sao Tome and Principe,2021-08-17,2492.0,3.0,2.286,37.0,0.0,0.0,11370.636,13.689,10.429,168.826,0.0,0.0,0.91,,,,,,,,,,,,,,,,,,43987.0,32114.0,11873.0,,,1.0,20.07,14.65,5.42,,5.0,,219161.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,
SAU,Asia,Saudi Arabia,2021-08-17,539129.0,0.0,1027.714,8419.0,0.0,15.429,15486.042,0.0,29.52,241.829,0.0,0.443,0.79,,,,,,,,,79383.0,26565684.0,763.078,2.28,79628.0,2.287,0.013,77.5,tests performed,32612078.0,21011882.0,11600196.0,,330905.0,295377.0,93.68,60.35,33.32,,8484.0,,34813867.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,
SEN,Africa,Senegal,2021-08-17,71002.0,148.0,379.143,1625.0,11.0,14.143,4240.462,8.839,22.644,97.05,0.657,0.845,0.66,,,,,,,,,2808.0,712864.0,42.574,0.168,3317.0,0.198,0.122,8.2,tests performed,1451106.0,1109720.0,341386.0,,,13002.0,8.67,6.63,2.04,,777.0,19.44,16743930.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,
SRB,Europe,Serbia,2021-08-17,734816.0,1484.0,1081.429,7177.0,3.0,4.429,107988.189,218.088,158.926,1054.728,0.441,0.651,1.56,,,,,,,,,11761.0,4831558.0,710.043,1.728,10824.0,1.591,0.091,11.0,people tested,5640620.0,2878697.0,2761921.0,,8053.0,6817.0,82.89,42.31,40.59,,1002.0,,6804596.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,
SYC,Africa,Seychelles,2021-08-17,18895.0,0.0,25.857,98.0,0.0,0.0,192139.516,0.0,262.936,996.543,0.0,0.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SLE,Africa,Sierra Leone,2021-08-17,6343.0,1.0,4.0,121.0,0.0,0.0,795.163,0.125,0.501,15.169,0.0,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,7976985.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,
SGP,Asia,Singapore,2021-08-17,66281.0,56.0,63.571,45.0,1.0,0.429,11329.421,9.572,10.866,7.692,0.171,0.073,0.76,,,,,,,,,,16614807.0,2839.971,,58372.0,9.978,0.002,655.9,samples tested,8547113.0,4507848.0,4169030.0,,97219.0,72074.0,146.1,77.05,71.26,,12320.0,47.22,5850343.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,
SXM,North America,Sint Maarten (Dutch part),2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47084.0,24797.0,22287.0,,,84.0,109.8,57.83,51.97,,1959.0,,42882.0,1209.088,,,,36327.232,,,,,,,,78.95,,
SVK,Europe,Slovakia,2021-08-17,393610.0,74.0,64.286,12546.0,2.0,0.429,72094.457,13.554,11.775,2297.952,0.366,0.078,1.23,,,54.0,9.891,,,2.001,0.366,11094.0,40846316.0,7481.499,2.032,13806.0,2.529,0.007,142.9,tests performed,4439991.0,2331182.0,2108809.0,,7162.0,9649.0,81.32,42.7,38.63,,1767.0,43.98,5459643.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,
SVN,Europe,Slovenia,2021-08-17,261804.0,320.0,204.571,4433.0,0.0,0.0,125931.969,153.925,98.402,2132.345,0.0,0.0,1.4,7.0,3.367,31.0,14.912,3.968,1.909,19.838,9.543,2058.0,1416341.0,681.283,0.99,1613.0,0.776,0.127,7.9,tests performed,1818046.0,960201.0,857845.0,,6314.0,5320.0,87.45,46.19,41.26,,2559.0,29.63,2078932.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,
SLB,Oceania,Solomon Islands,2021-08-17,20.0,0.0,0.0,,,0.0,29.117,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,63320.0,48883.0,14437.0,,,957.0,9.22,7.12,2.1,,1393.0,,686878.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,
SOM,Africa,Somalia,2021-08-17,16399.0,0.0,51.429,892.0,0.0,4.143,1031.824,0.0,3.236,56.125,0.0,0.261,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,15893219.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,
ZAF,Africa,South Africa,2021-08-17,2624254.0,10685.0,11070.286,77993.0,553.0,398.857,44247.378,180.159,186.655,1315.035,9.324,6.725,1.02,,,,,,,,,,,,,,,,,,9557542.0,7486036.0,4197442.0,,170413.0,121525.0,16.11,12.62,7.08,,2049.0,51.85,59308690.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,
OWID_SAM,,South America,2021-08-17,36341410.0,53308.0,45141.571,1114326.0,1744.0,1327.714,84365.84,123.753,104.795,2586.885,4.049,3.082,,,,,,,,,,,,,,,,,,,311868313.0,213547360.0,106138356.0,75627.0,256121.0,2616295.0,72.4,49.57,24.64,0.02,6074.0,,430759772.0,,,,,,,,,,,,,,,
KOR,Asia,South Korea,2021-08-17,228657.0,1803.0,1778.714,2178.0,5.0,6.143,4459.931,35.167,34.694,42.482,0.098,0.12,1.08,,,,,,,,,28143.0,11784297.0,229.851,0.549,19733.0,0.385,0.071,14.1,people tested,33142599.0,23780511.0,10491866.0,,1212555.0,652643.0,64.64,46.38,20.46,,12730.0,50.93,51269183.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,
SSD,Africa,South Sudan,2021-08-17,11207.0,12.0,9.714,120.0,0.0,0.0,1001.186,1.072,0.868,10.72,0.0,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11193729.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,
ESP,Europe,Spain,2021-08-17,4733602.0,14336.0,12878.857,82739.0,144.0,73.143,101243.161,306.621,275.455,1769.637,3.08,1.564,0.89,,,,,72.109,1.542,1648.625,35.261,,52887516.0,1131.168,,154557.0,3.306,0.133,7.5,tests performed,61723171.0,34867478.0,29968303.0,,304868.0,327653.0,132.01,74.58,64.1,,7008.0,47.69,46754783.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,
LKA,Asia,Sri Lanka,2021-08-17,365683.0,7075.0,4261.714,6434.0,171.0,156.286,17077.417,330.403,199.022,300.468,7.986,7.299,1.2,,,,,,,,,18174.0,4668769.0,218.032,0.849,17993.0,0.84,0.191,5.2,tests performed,16781405.0,11932934.0,4848471.0,,285288.0,320489.0,78.37,55.73,22.64,,14967.0,81.48,21413250.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,
SDN,Africa,Sudan,2021-08-17,37556.0,0.0,4.0,2816.0,0.0,5.714,856.48,0.0,0.091,64.22,0.0,0.13,0.3,,,,,,,,,,,,,,,,,,823881.0,641154.0,,,,606.0,1.88,1.46,,,14.0,,43849269.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,
SUR,South America,Suriname,2021-08-17,26802.0,161.0,99.857,689.0,4.0,2.857,45687.771,274.447,170.221,1174.497,6.819,4.87,1.0,,,,,,,,,,,,,,,,,,283289.0,194054.0,89235.0,,2836.0,2590.0,48.29,33.08,15.21,,4415.0,,586634.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,
SWE,Europe,Sweden,2021-08-17,1112958.0,2811.0,876.714,14659.0,1.0,0.143,110201.826,278.337,86.81,1451.491,0.099,0.014,1.43,29.0,2.871,125.0,12.377,12.713,1.259,,,12950.0,,,1.282,12950.0,1.282,0.05,20.2,tests performed,11495204.0,6573678.0,4921526.0,,,48433.0,113.82,65.09,48.73,,4796.0,37.04,10099270.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,
CHE,Europe,Switzerland,2021-08-17,744106.0,3152.0,2154.571,10930.0,2.0,2.143,85977.914,364.199,248.95,1262.91,0.231,0.248,1.58,122.0,14.097,533.0,61.586,,,232.0,26.806,19622.0,8952843.0,1034.458,2.267,19564.0,2.261,0.112,8.9,tests performed,9278447.0,4796064.0,4311432.0,,21285.0,18606.0,107.21,55.42,49.82,,2150.0,44.44,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,
SYR,Asia,Syria,2021-08-17,26479.0,70.0,49.0,1942.0,2.0,2.571,1513.029,4.0,2.8,110.967,0.114,0.147,1.83,,,,,,,,,,,,,,,,,,355000.0,,,,,7219.0,2.03,,,,412.0,43.98,17500657.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,
TWN,Asia,Taiwan,2021-08-17,15880.0,18.0,11.714,821.0,0.0,1.0,666.757,0.756,0.492,34.472,0.0,0.042,0.74,,,,,,,,,16277.0,2382988.0,100.055,0.683,18583.0,0.78,0.001,1806.6,people tested,9951034.0,9247088.0,703946.0,,63739.0,97897.0,41.78,38.83,2.96,,4110.0,56.48,23816775.0,,42.2,,8.353,,,103.957,,,,,,80.46,,
TJK,Asia,Tajikistan,2021-08-17,16223.0,102.0,61.571,124.0,1.0,0.143,1700.945,10.694,6.456,13.001,0.105,0.015,0.87,,,,,,,,,,,,,,,,,,1671475.0,1541475.0,130000.0,,,82488.0,17.53,16.16,1.36,,8649.0,35.19,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,
TZA,Africa,Tanzania,2021-08-17,1367.0,0.0,0.0,50.0,0.0,0.0,22.885,0.0,0.0,0.837,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,218621.0,105745.0,209271.0,,,14110.0,0.37,0.18,0.35,,236.0,16.67,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,
THA,Asia,Thailand,2021-08-17,948442.0,20128.0,21784.429,7973.0,239.0,197.857,13587.999,288.367,312.098,114.226,3.424,2.835,1.12,,,,,,,,,,,,,,,,,,24100631.0,18370997.0,5228157.0,501477.0,508404.0,418503.0,34.53,26.32,7.49,0.72,5996.0,72.22,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,
TLS,Asia,Timor,2021-08-17,12929.0,247.0,173.143,38.0,5.0,1.286,9806.271,187.342,131.324,28.822,3.792,0.975,1.57,,,,,,,,,1147.0,170647.0,129.431,0.87,862.0,0.654,0.198,5.0,tests performed,443729.0,327855.0,115874.0,,,5824.0,33.66,24.87,8.79,,4417.0,64.35,1318442.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,
TGO,Africa,Togo,2021-08-17,18359.0,273.0,179.286,170.0,5.0,1.286,2217.609,32.976,21.656,20.535,0.604,0.155,1.32,,,,,,,,,1879.0,425908.0,51.446,0.227,1856.0,0.224,0.093,10.8,tests performed,,,,,,,,,,,,50.93,8278737.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,
TKL,Oceania,Tokelau,2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.0,968.0,,,,1.0,71.7,71.7,,,741.0,,1350.0,,,,,,,,,,,,,81.86,,
TTO,North America,Trinidad and Tobago,2021-08-17,42233.0,278.0,237.0,1196.0,8.0,7.429,30177.4,198.644,169.347,854.596,5.716,5.308,1.08,,,,,,,,,4993.0,283910.0,202.867,3.568,1350.0,0.965,0.149,6.7,people tested,787728.0,457991.0,329737.0,,13215.0,17109.0,56.29,32.73,23.56,,12225.0,,1399491.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,
TUN,Africa,Tunisia,2021-08-17,626750.0,1062.0,1874.571,22025.0,120.0,133.714,53030.735,89.858,158.612,1863.585,10.153,11.314,0.77,,,,,,,,,6046.0,2409634.0,203.885,0.512,9090.0,0.769,0.194,5.2,people tested,4737282.0,3427863.0,1599314.0,,46928.0,156092.0,40.08,29.0,13.53,,13207.0,,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,
TUR,Asia,Turkey,2021-08-17,6118478.0,21692.0,21377.143,53507.0,183.0,152.857,72546.19,257.2,253.467,634.427,2.17,1.812,1.13,,,,,,,,,,,,,,,,,,85004270.0,44522947.0,33557585.0,,948583.0,962722.0,100.79,52.79,39.79,,11415.0,50.0,84339067.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,
TCA,North America,Turks and Caicos Islands,2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49107.0,25621.0,23486.0,,,88.0,126.83,66.17,60.66,,2273.0,,38718.0,37.312,,,,,,,,,,,,80.22,,
UGA,Africa,Uganda,2021-08-17,97186.0,62.0,175.857,2905.0,12.0,13.286,2124.702,1.355,3.845,63.51,0.262,0.29,0.88,,,,,,,,,3241.0,1511089.0,33.036,0.071,3448.0,0.075,0.059,17.0,samples tested,1167733.0,1167733.0,,,,1918.0,2.55,2.55,,,42.0,78.7,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,
UKR,Europe,Ukraine,2021-08-17,2357844.0,1499.0,1612.0,56237.0,47.0,42.857,53913.591,34.276,36.859,1285.894,1.075,0.98,1.14,,,,,,,,,24962.0,11699182.0,267.509,0.571,20000.0,0.457,0.077,13.1,tests performed,7702997.0,4851539.0,2851458.0,,118594.0,122371.0,17.61,11.09,6.52,,2798.0,,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,
ARE,Asia,United Arab Emirates,2021-08-17,704000.0,1115.0,1197.286,2006.0,3.0,3.429,71180.134,112.736,121.055,202.823,0.303,0.347,0.89,,,,,,,,,249792.0,70094386.0,7087.113,25.256,281146.0,28.426,0.004,228.8,tests performed,17454250.0,8189097.0,7239637.0,,55792.0,36679.0,176.48,82.8,73.2,,3709.0,65.28,9890400.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,
GBR,Europe,United Kingdom,2021-08-17,6352224.0,26709.0,29368.857,131466.0,170.0,93.286,93571.924,393.439,432.62,1936.57,2.504,1.374,1.01,882.0,12.992,5894.0,86.822,,,5382.0,79.28,661103.0,231588398.0,3411.431,9.738,747277.0,11.008,0.038,26.3,tests performed,88211389.0,47369418.0,40841971.0,,174106.0,204419.0,129.94,69.78,60.16,,3011.0,38.43,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,
USA,North America,United States,2021-08-17,37017854.0,128902.0,137550.286,623322.0,1001.0,735.857,111835.523,389.429,415.556,1883.133,3.024,2.223,1.27,20118.0,60.779,78547.0,237.3,,,81012.0,244.747,691719.0,503184974.0,1520.184,2.09,864682.0,2.612,0.143,7.0,tests performed,357894995.0,198929642.0,168897604.0,,602938.0,763436.0,107.01,59.48,50.5,,2283.0,56.02,331002647.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
URY,South America,Uruguay,2021-08-17,383505.0,118.0,112.0,6007.0,3.0,2.429,110401.595,33.969,32.242,1729.267,0.864,0.699,0.77,,,,,,,,,10559.0,3207026.0,923.223,3.04,10879.0,3.132,0.011,89.4,tests performed,5124002.0,2630036.0,2418339.0,75627.0,56441.0,24576.0,147.51,75.71,69.62,2.18,7075.0,55.56,3473727.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,
UZB,Asia,Uzbekistan,2021-08-17,144764.0,846.0,911.714,987.0,6.0,6.571,4325.29,25.277,27.24,29.49,0.179,0.196,1.08,,,,,,,,,,,,,,,,,,12103334.0,8569841.0,,,720866.0,426314.0,36.16,25.61,,,12738.0,71.3,33469199.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,
VUT,Oceania,Vanuatu,2021-08-17,4.0,0.0,0.0,1.0,0.0,0.0,13.023,0.0,0.0,3.256,0.0,0.0,,,,,,,,,,,,,,,,,,,31042.0,29321.0,1721.0,,,352.0,10.11,9.55,0.56,,1146.0,22.22,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,
VAT,Europe,Vatican,2021-08-17,27.0,0.0,0.0,,,0.0,33374.536,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,,,,,,,,,,,,,75.12,,
VEN,South America,Venezuela,2021-08-17,319955.0,0.0,782.143,3815.0,0.0,11.714,11251.781,0.0,27.505,134.161,0.0,0.412,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.11,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,
VNM,Asia,Vietnam,2021-08-17,293301.0,9605.0,8623.429,6472.0,331.0,332.429,3013.204,98.676,88.592,66.49,3.401,3.415,1.13,,,,,,,,,175150.0,9819987.0,100.885,1.799,136493.0,1.402,0.061,16.3,samples tested,15271562.0,13869728.0,1401834.0,,604854.0,754854.0,15.69,14.25,1.44,,7755.0,79.17,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,
WLF,Oceania,Wallis and Futuna,2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9534.0,4821.0,4713.0,,,14.0,84.78,42.87,41.91,,1245.0,,11246.0,,,,,,,,,,,,,79.94,,
OWID_WRL,,World,2021-08-17,208595814.0,658724.0,653358.143,4382362.0,10715.0,9685.857,26760.898,84.508,83.82,562.216,1.375,1.243,1.03,,,,,,,,,,,,,,,,,,4796646888.0,2475900318.0,1860012697.0,2025401.0,32045487.0,34540096.0,61.54,31.76,23.86,0.03,4431.0,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,
YEM,Asia,Yemen,2021-08-17,7347.0,39.0,21.286,1407.0,2.0,2.286,246.329,1.308,0.714,47.174,0.067,0.077,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29825968.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,
ZMB,Africa,Zambia,2021-08-17,202787.0,358.0,279.571,3550.0,12.0,7.286,11030.651,19.474,15.207,193.103,0.653,0.396,0.65,,,,,,,,,3503.0,2181685.0,118.673,0.191,5236.0,0.285,0.061,16.5,tests performed,527205.0,308123.0,219082.0,,7710.0,3357.0,2.87,1.68,1.19,,183.0,50.93,18383956.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,
ZWE,Africa,Zimbabwe,2021-08-17,121046.0,958.0,541.143,4156.0,47.0,29.429,8144.156,64.456,36.409,279.622,3.162,1.98,0.69,,,,,,,,,6182.0,1031309.0,69.388,0.416,5524.0,0.372,0.115,8.7,tests performed,3450959.0,2145237.0,1305722.0,,104974.0,68200.0,23.22,14.43,8.79,,4589.0,73.15,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,
