date,vaccine,total_vaccinations,location
2021-03-17,Pfizer/BioNTech,612645,Switzerland
2021-03-18,Pfizer/BioNTech,631130,Switzerland
2021-03-19,Pfizer/BioNTech,646759,Switzerland
2021-03-20,Pfizer/BioNTech,649655,Switzerland
2021-03-21,Pfizer/BioNTech,650863,Switzerland
2021-03-22,Pfizer/BioNTech,664399,Switzerland
2021-03-23,Pfizer/BioNTech,680273,Switzerland
2021-03-24,Pfizer/BioNTech,696434,Switzerland
2021-03-25,Pfizer/BioNTech,710327,Switzerland
2021-03-26,Pfizer/BioNTech,725155,Switzerland
2021-03-27,Pfizer/BioNTech,728452,Switzerland
2021-03-28,Pfizer/BioNTech,730751,Switzerland
2021-03-29,Pfizer/BioNTech,743486,Switzerland
2021-03-30,Pfizer/BioNTech,759110,Switzerland
2021-03-31,Pfizer/BioNTech,775157,Switzerland
2021-04-01,Pfizer/BioNTech,792864,Switzerland
2021-04-02,Pfizer/BioNTech,797969,Switzerland
2021-04-03,Pfizer/BioNTech,802100,Switzerland
2021-04-04,Pfizer/BioNTech,803216,Switzerland
2021-04-05,Pfizer/BioNTech,807016,Switzerland
2021-04-06,Pfizer/BioNTech,827910,Switzerland
2021-04-07,Pfizer/BioNTech,853062,Switzerland
2021-04-08,Pfizer/BioNTech,879587,Switzerland
2021-04-09,Pfizer/BioNTech,901850,Switzerland
2021-04-10,Pfizer/BioNTech,907337,Switzerland
2021-04-11,Pfizer/BioNTech,909627,Switzerland
2021-04-12,Pfizer/BioNTech,936301,Switzerland
2021-04-13,Pfizer/BioNTech,966916,Switzerland
2021-04-14,Pfizer/BioNTech,998349,Switzerland
2021-04-15,Pfizer/BioNTech,1028065,Switzerland
2021-04-16,Pfizer/BioNTech,1055245,Switzerland
2021-04-17,Pfizer/BioNTech,1062150,Switzerland
2021-04-18,Pfizer/BioNTech,1066852,Switzerland
2021-04-19,Pfizer/BioNTech,1097573,Switzerland
2021-04-20,Pfizer/BioNTech,1131538,Switzerland
2021-04-21,Pfizer/BioNTech,1165166,Switzerland
2021-04-22,Pfizer/BioNTech,1197146,Switzerland
2021-04-23,Pfizer/BioNTech,1228986,Switzerland
2021-04-24,Pfizer/BioNTech,1238361,Switzerland
2021-04-25,Pfizer/BioNTech,1244776,Switzerland
2021-04-26,Pfizer/BioNTech,1272189,Switzerland
2021-04-27,Pfizer/BioNTech,1305744,Switzerland
2021-04-28,Pfizer/BioNTech,1340664,Switzerland
2021-04-29,Pfizer/BioNTech,1372863,Switzerland
2021-04-30,Pfizer/BioNTech,1401493,Switzerland
