date,vaccine,total_vaccinations,location
2021-05-19,Oxford/AstraZeneca,465532,Czechia
2021-05-19,Johnson&Johnson,26054,Czechia
2021-05-19,Moderna,420433,Czechia
2021-05-20,Johnson&Johnson,27678,Czechia
2021-05-20,Moderna,431004,Czechia
2021-05-20,Oxford/AstraZeneca,472270,Czechia
2021-05-20,Pfizer/BioNTech,3602049,Czechia
2021-05-21,Johnson&Johnson,29104,Czechia
2021-05-21,Moderna,438977,Czechia
2021-05-21,Oxford/AstraZeneca,478043,Czechia
2021-05-21,Pfizer/BioNTech,3681768,Czechia
2021-05-22,Pfizer/BioNTech,3721043,Czechia
2021-05-22,Oxford/AstraZeneca,479913,Czechia
2021-05-22,Moderna,440836,Czechia
2021-05-22,Johnson&Johnson,29275,Czechia
2021-05-23,Johnson&Johnson,29282,Czechia
2021-05-23,Moderna,441742,Czechia
2021-05-23,Oxford/AstraZeneca,481354,Czechia
2021-05-23,Pfizer/BioNTech,3749925,Czechia
2021-05-24,Johnson&Johnson,30558,Czechia
2021-05-24,Moderna,450403,Czechia
2021-05-24,Oxford/AstraZeneca,487697,Czechia
2021-05-24,Pfizer/BioNTech,3812879,Czechia
2021-05-25,Pfizer/BioNTech,3876829,Czechia
2021-05-25,Oxford/AstraZeneca,498808,Czechia
2021-05-25,Johnson&Johnson,32342,Czechia
2021-05-25,Moderna,459178,Czechia
2021-05-26,Johnson&Johnson,34252,Czechia
2021-05-26,Moderna,469124,Czechia
2021-05-26,Oxford/AstraZeneca,509717,Czechia
2021-05-26,Pfizer/BioNTech,3957205,Czechia
2021-05-27,Johnson&Johnson,36367,Czechia
2021-05-27,Moderna,479197,Czechia
2021-05-27,Oxford/AstraZeneca,519261,Czechia
2021-05-27,Pfizer/BioNTech,4041870,Czechia
2021-05-28,Pfizer/BioNTech,4126524,Czechia
2021-05-28,Oxford/AstraZeneca,528520,Czechia
2021-05-28,Moderna,489104,Czechia
2021-05-28,Johnson&Johnson,38464,Czechia
2021-05-29,Johnson&Johnson,38601,Czechia
2021-05-29,Moderna,491709,Czechia
2021-05-29,Oxford/AstraZeneca,530965,Czechia
2021-05-29,Pfizer/BioNTech,4167350,Czechia
2021-05-30,Johnson&Johnson,38604,Czechia
2021-05-30,Moderna,492701,Czechia
2021-05-30,Oxford/AstraZeneca,533558,Czechia
2021-05-30,Pfizer/BioNTech,4200446,Czechia
2021-05-31,Pfizer/BioNTech,4283170,Czechia
2021-05-31,Oxford/AstraZeneca,541822,Czechia
2021-05-31,Moderna,501032,Czechia
2021-05-31,Johnson&Johnson,40451,Czechia
2021-06-01,Johnson&Johnson,42725,Czechia
2021-06-01,Moderna,511239,Czechia
2021-06-01,Oxford/AstraZeneca,553549,Czechia
2021-06-01,Pfizer/BioNTech,4363936,Czechia
2021-06-02,Johnson&Johnson,45189,Czechia
2021-06-02,Moderna,520566,Czechia
2021-06-02,Oxford/AstraZeneca,565077,Czechia
2021-06-02,Pfizer/BioNTech,4454823,Czechia
2021-06-03,Oxford/AstraZeneca,576949,Czechia
2021-06-03,Pfizer/BioNTech,4545989,Czechia
2021-06-03,Johnson&Johnson,47995,Czechia
2021-06-03,Moderna,530138,Czechia
2021-06-04,Johnson&Johnson,51242,Czechia
2021-06-04,Moderna,539419,Czechia
2021-06-04,Oxford/AstraZeneca,587454,Czechia
2021-06-04,Pfizer/BioNTech,4640014,Czechia
2021-06-05,Johnson&Johnson,51364,Czechia
2021-06-05,Moderna,540300,Czechia
2021-06-05,Oxford/AstraZeneca,589489,Czechia
2021-06-05,Pfizer/BioNTech,4689704,Czechia
2021-06-06,Pfizer/BioNTech,4730057,Czechia
2021-06-06,Oxford/AstraZeneca,590409,Czechia
2021-06-06,Moderna,540832,Czechia
2021-06-06,Johnson&Johnson,51431,Czechia
2021-06-07,Johnson&Johnson,54556,Czechia
2021-06-07,Moderna,548628,Czechia
2021-06-07,Oxford/AstraZeneca,599199,Czechia
2021-06-07,Pfizer/BioNTech,4826356,Czechia
2021-06-08,Johnson&Johnson,57613,Czechia
2021-06-08,Moderna,556838,Czechia
2021-06-08,Oxford/AstraZeneca,609701,Czechia
2021-06-08,Pfizer/BioNTech,4920300,Czechia
2021-06-09,Pfizer/BioNTech,5016450,Czechia
2021-06-09,Oxford/AstraZeneca,620237,Czechia
2021-06-09,Moderna,566257,Czechia
2021-06-09,Johnson&Johnson,61229,Czechia
2021-06-10,Johnson&Johnson,64332,Czechia
2021-06-10,Moderna,576328,Czechia
2021-06-10,Oxford/AstraZeneca,631063,Czechia
2021-06-10,Pfizer/BioNTech,5113944,Czechia
2021-06-11,Johnson&Johnson,67465,Czechia
2021-06-11,Moderna,585272,Czechia
2021-06-11,Oxford/AstraZeneca,639654,Czechia
2021-06-11,Pfizer/BioNTech,5211730,Czechia
2021-06-12,Pfizer/BioNTech,5261878,Czechia
2021-06-12,Oxford/AstraZeneca,641016,Czechia
2021-06-12,Moderna,586215,Czechia
2021-06-12,Johnson&Johnson,67560,Czechia
2021-06-13,Johnson&Johnson,67613,Czechia
2021-06-13,Moderna,586610,Czechia
2021-06-13,Oxford/AstraZeneca,641195,Czechia
2021-06-13,Pfizer/BioNTech,5303515,Czechia
2021-06-14,Johnson&Johnson,69982,Czechia
2021-06-14,Moderna,594725,Czechia
2021-06-14,Oxford/AstraZeneca,648675,Czechia
2021-06-14,Pfizer/BioNTech,5400292,Czechia
2021-06-15,Oxford/AstraZeneca,657504,Czechia
2021-06-15,Pfizer/BioNTech,5493383,Czechia
2021-06-15,Johnson&Johnson,72146,Czechia
2021-06-15,Moderna,605226,Czechia
2021-06-16,Johnson&Johnson,74666,Czechia
2021-06-16,Moderna,614666,Czechia
2021-06-16,Oxford/AstraZeneca,666008,Czechia
2021-06-16,Pfizer/BioNTech,5591105,Czechia
2021-06-17,Johnson&Johnson,76848,Czechia
2021-06-17,Moderna,622625,Czechia
2021-06-17,Oxford/AstraZeneca,674090,Czechia
2021-06-17,Pfizer/BioNTech,5692927,Czechia
2021-06-18,Pfizer/BioNTech,5797759,Czechia
2021-06-18,Oxford/AstraZeneca,679846,Czechia
2021-06-18,Moderna,630581,Czechia
