date,vaccine,total_vaccinations,location
2021-05-16,Moderna,2291803,Italy
2021-05-16,Oxford/AstraZeneca,5950386,Italy
2021-05-16,Pfizer/BioNTech,19194506,Italy
2021-05-17,Johnson&Johnson,279559,Italy
2021-05-17,Moderna,2337416,Italy
2021-05-17,Oxford/AstraZeneca,6031015,Italy
2021-05-17,Pfizer/BioNTech,19516837,Italy
2021-05-18,Oxford/AstraZeneca,6128290,Italy
2021-05-18,Pfizer/BioNTech,19816922,Italy
2021-05-18,Johnson&Johnson,297658,Italy
2021-05-18,Moderna,2390528,Italy
2021-05-19,Pfizer/BioNTech,20128101,Italy
2021-05-19,Oxford/AstraZeneca,6229380,Italy
2021-05-19,Johnson&Johnson,315806,Italy
2021-05-19,Moderna,2445809,Italy
2021-05-20,Johnson&Johnson,335465,Italy
2021-05-20,Moderna,2485886,Italy
2021-05-20,Oxford/AstraZeneca,6318894,Italy
2021-05-20,Pfizer/BioNTech,20529679,Italy
2021-05-21,Johnson&Johnson,354001,Italy
2021-05-21,Moderna,2530691,Italy
2021-05-21,Oxford/AstraZeneca,6414000,Italy
2021-05-21,Pfizer/BioNTech,20940542,Italy
2021-05-22,Oxford/AstraZeneca,6500052,Italy
2021-05-22,Johnson&Johnson,392185,Italy
2021-05-22,Moderna,2596884,Italy
2021-05-22,Pfizer/BioNTech,21268764,Italy
2021-05-23,Pfizer/BioNTech,21524497,Italy
2021-05-23,Oxford/AstraZeneca,6560448,Italy
2021-05-23,Moderna,2652096,Italy
2021-05-23,Johnson&Johnson,428141,Italy
2021-05-24,Johnson&Johnson,460599,Italy
2021-05-24,Moderna,2721803,Italy
2021-05-24,Oxford/AstraZeneca,6640935,Italy
2021-05-24,Pfizer/BioNTech,21805413,Italy
2021-05-25,Johnson&Johnson,489890,Italy
2021-05-25,Moderna,2819935,Italy
2021-05-25,Oxford/AstraZeneca,6742385,Italy
2021-05-25,Pfizer/BioNTech,22054115,Italy
2021-05-26,Johnson&Johnson,520753,Italy
2021-05-26,Moderna,2927688,Italy
2021-05-26,Oxford/AstraZeneca,6848752,Italy
2021-05-26,Pfizer/BioNTech,22333962,Italy
2021-05-27,Oxford/AstraZeneca,6948375,Italy
2021-05-27,Pfizer/BioNTech,22724405,Italy
2021-05-27,Johnson&Johnson,542560,Italy
2021-05-27,Moderna,3004305,Italy
2021-05-28,Johnson&Johnson,561227,Italy
2021-05-28,Moderna,3067134,Italy
2021-05-28,Oxford/AstraZeneca,7046820,Italy
2021-05-28,Pfizer/BioNTech,23136123,Italy
2021-05-29,Oxford/AstraZeneca,7122350,Italy
2021-05-29,Pfizer/BioNTech,23508337,Italy
2021-05-29,Johnson&Johnson,580061,Italy
2021-05-29,Moderna,3124261,Italy
2021-05-30,Johnson&Johnson,598918,Italy
2021-05-30,Moderna,3164430,Italy
2021-05-30,Oxford/AstraZeneca,7172761,Italy
2021-05-30,Pfizer/BioNTech,23800824,Italy
2021-05-31,Pfizer/BioNTech,24060695,Italy
2021-05-31,Johnson&Johnson,655290,Italy
2021-05-31,Moderna,3251216,Italy
2021-05-31,Oxford/AstraZeneca,7248423,Italy
2021-06-01,Moderna,3333367,Italy
2021-06-01,Oxford/AstraZeneca,7314772,Italy
2021-06-01,Johnson&Johnson,722111,Italy
2021-06-01,Pfizer/BioNTech,24312162,Italy
2021-06-02,Pfizer/BioNTech,24600746,Italy
2021-06-02,Oxford/AstraZeneca,7352546,Italy
2021-06-02,Moderna,3380277,Italy
2021-06-02,Johnson&Johnson,759966,Italy
2021-06-03,Johnson&Johnson,797643,Italy
2021-06-03,Moderna,3432792,Italy
