date,vaccine,total_vaccinations,location
2021-04-18,Oxford/AstraZeneca,185841,Lithuania
2021-04-18,Pfizer/BioNTech,532354,Lithuania
2021-04-19,Oxford/AstraZeneca,189814,Lithuania
2021-04-19,Pfizer/BioNTech,533794,Lithuania
2021-04-19,Moderna,61371,Lithuania
2021-04-20,Moderna,63126,Lithuania
2021-04-20,Oxford/AstraZeneca,191282,Lithuania
2021-04-20,Pfizer/BioNTech,545829,Lithuania
2021-04-21,Moderna,67269,Lithuania
2021-04-21,Oxford/AstraZeneca,191926,Lithuania
2021-04-21,Pfizer/BioNTech,567699,Lithuania
2021-04-22,Moderna,71182,Lithuania
2021-04-22,Oxford/AstraZeneca,194040,Lithuania
2021-04-22,Pfizer/BioNTech,587794,Lithuania
2021-04-23,Pfizer/BioNTech,603099,Lithuania
2021-04-23,Johnson&Johnson,2,Lithuania
2021-04-23,Moderna,72645,Lithuania
2021-04-23,Oxford/AstraZeneca,201912,Lithuania
2021-04-24,Pfizer/BioNTech,605016,Lithuania
2021-04-24,Oxford/AstraZeneca,203183,Lithuania
2021-04-24,Moderna,73996,Lithuania
2021-04-24,Johnson&Johnson,2,Lithuania
2021-04-25,Johnson&Johnson,2,Lithuania
2021-04-25,Moderna,73997,Lithuania
2021-04-25,Oxford/AstraZeneca,203203,Lithuania
2021-04-25,Pfizer/BioNTech,605260,Lithuania
2021-04-26,Pfizer/BioNTech,606342,Lithuania
2021-04-26,Johnson&Johnson,12,Lithuania
2021-04-26,Moderna,74809,Lithuania
2021-04-26,Oxford/AstraZeneca,207474,Lithuania
2021-04-27,Oxford/AstraZeneca,208839,Lithuania
2021-04-27,Pfizer/BioNTech,617587,Lithuania
2021-04-27,Johnson&Johnson,58,Lithuania
2021-04-27,Moderna,75232,Lithuania
2021-04-28,Pfizer/BioNTech,631545,Lithuania
2021-04-28,Oxford/AstraZeneca,209528,Lithuania
2021-04-28,Moderna,75802,Lithuania
2021-04-28,Johnson&Johnson,220,Lithuania
2021-04-29,Johnson&Johnson,328,Lithuania
2021-04-29,Moderna,77880,Lithuania
2021-04-29,Oxford/AstraZeneca,211681,Lithuania
2021-04-29,Pfizer/BioNTech,659888,Lithuania
2021-04-30,Johnson&Johnson,416,Lithuania
2021-04-30,Moderna,82273,Lithuania
2021-04-30,Oxford/AstraZeneca,213363,Lithuania
2021-04-30,Pfizer/BioNTech,691402,Lithuania
2021-05-01,Johnson&Johnson,454,Lithuania
2021-05-01,Moderna,82698,Lithuania
2021-05-01,Oxford/AstraZeneca,214198,Lithuania
2021-05-01,Pfizer/BioNTech,705883,Lithuania
2021-05-02,Pfizer/BioNTech,706621,Lithuania
2021-05-02,Oxford/AstraZeneca,214205,Lithuania
2021-05-02,Moderna,82699,Lithuania
2021-05-02,Johnson&Johnson,454,Lithuania
2021-05-03,Johnson&Johnson,578,Lithuania
2021-05-03,Moderna,85970,Lithuania
2021-05-03,Oxford/AstraZeneca,218939,Lithuania
2021-05-03,Pfizer/BioNTech,711882,Lithuania
2021-05-04,Johnson&Johnson,888,Lithuania
2021-05-04,Moderna,89067,Lithuania
2021-05-04,Oxford/AstraZeneca,222448,Lithuania
2021-05-04,Pfizer/BioNTech,733252,Lithuania
2021-05-05,Johnson&Johnson,1414,Lithuania
2021-05-05,Moderna,90716,Lithuania
2021-05-05,Oxford/AstraZeneca,225694,Lithuania
2021-05-05,Pfizer/BioNTech,762555,Lithuania
2021-05-06,Pfizer/BioNTech,787898,Lithuania
2021-05-06,Oxford/AstraZeneca,229570,Lithuania
2021-05-06,Moderna,96418,Lithuania
2021-05-06,Johnson&Johnson,2058,Lithuania
2021-05-07,Johnson&Johnson,3718,Lithuania
2021-05-07,Moderna,100959,Lithuania
2021-05-07,Oxford/AstraZeneca,238327,Lithuania
2021-05-07,Pfizer/BioNTech,806788,Lithuania
2021-05-08,Johnson&Johnson,4016,Lithuania
2021-05-08,Moderna,102410,Lithuania
2021-05-08,Oxford/AstraZeneca,248429,Lithuania
2021-05-08,Pfizer/BioNTech,810748,Lithuania
2021-05-09,Pfizer/BioNTech,810748,Lithuania
2021-05-09,Oxford/AstraZeneca,255562,Lithuania
2021-05-09,Moderna,102410,Lithuania
